STNAME,CNTYCODE,CNTYNAME,POP2010
Alabama,1,Autauga County,54571
Alabama,3,Baldwin County,182265
Alabama,5,Barbour County,27457
Alabama,7,Bibb County,22915
Alabama,9,Blount County,57322
Alabama,11,Bullock County,10914
Alabama,13,Butler County,20947
Alabama,15,Calhoun County,118572
Alabama,17,Chambers County,34215
Alabama,19,Cherokee County,25989
Alabama,21,Chilton County,43643
Alabama,23,Choctaw County,13859
Alabama,25,Clarke County,25833
Alabama,27,Clay County,13932
Alabama,29,Cleburne County,14972
Alabama,31,Coffee County,49948
Alabama,33,Colbert County,54428
Alabama,35,Conecuh County,13228
Alabama,37,Coosa County,11539
Alabama,39,Covington County,37765
Alabama,41,Crenshaw County,13906
Alabama,43,Cullman County,80406
Alabama,45,Dale County,50251
Alabama,47,Dallas County,43820
Alabama,49,DeKalb County,71109
Alabama,51,Elmore County,79303
Alabama,53,Escambia County,38319
Alabama,55,Etowah County,104430
Alabama,57,Fayette County,17241
Alabama,59,Franklin County,31704
Alabama,61,Geneva County,26790
Alabama,63,Greene County,9045
Alabama,65,Hale County,15760
Alabama,67,Henry County,17302
Alabama,69,Houston County,101547
Alabama,71,Jackson County,53227
Alabama,73,Jefferson County,658466
Alabama,75,Lamar County,14564
Alabama,77,Lauderdale County,92709
Alabama,79,Lawrence County,34339
Alabama,81,Lee County,140247
Alabama,83,Limestone County,82782
Alabama,85,Lowndes County,11299
Alabama,87,Macon County,21452
Alabama,89,Madison County,334811
Alabama,91,Marengo County,21027
Alabama,93,Marion County,30776
Alabama,95,Marshall County,93019
Alabama,97,Mobile County,412992
Alabama,99,Monroe County,23068
Alabama,101,Montgomery County,229363
Alabama,103,Morgan County,119490
Alabama,105,Perry County,10591
Alabama,107,Pickens County,19746
Alabama,109,Pike County,32899
Alabama,111,Randolph County,22913
Alabama,113,Russell County,52947
Alabama,115,St. Clair County,83593
Alabama,117,Shelby County,195085
Alabama,119,Sumter County,13763
Alabama,121,Talladega County,82291
Alabama,123,Tallapoosa County,41616
Alabama,125,Tuscaloosa County,194656
Alabama,127,Walker County,67023
Alabama,129,Washington County,17581
Alabama,131,Wilcox County,11670
Alabama,133,Winston County,24484
Alaska,13,Aleutians East Borough,3141
Alaska,16,Aleutians West Census Area,5561
Alaska,20,Anchorage Municipality,291826
Alaska,50,Bethel Census Area,17013
Alaska,60,Bristol Bay Borough,997
Alaska,68,Denali Borough,1826
Alaska,70,Dillingham Census Area,4847
Alaska,90,Fairbanks North Star Borough,97581
Alaska,100,Haines Borough,2508
Alaska,105,Hoonah-Angoon Census Area,2150
Alaska,110,Juneau City and Borough,31275
Alaska,122,Kenai Peninsula Borough,55400
Alaska,130,Ketchikan Gateway Borough,13477
Alaska,150,Kodiak Island Borough,13592
Alaska,164,Lake and Peninsula Borough,1631
Alaska,170,Matanuska-Susitna Borough,88995
Alaska,180,Nome Census Area,9492
Alaska,185,North Slope Borough,9430
Alaska,188,Northwest Arctic Borough,7523
Alaska,195,Petersburg Census Area,3815
Alaska,198,Prince of Wales-Hyder Census Area,5559
Alaska,201,Prince of Wales-Outer Ketchikan,
Alaska,220,Sitka City and Borough,8881
Alaska,230,Skagway Municipality,968
Alaska,231,Skagway-Yakutat-Angoon,
Alaska,232,Skagway-Hoonah-Angoon,
Alaska,240,Southeast Fairbanks Census Area,7029
Alaska,261,Valdez-Cordova Census Area,9636
Alaska,270,Wade Hampton Census Area,7459
Alaska,275,Wrangell City and Borough,2369
Alaska,280,Wrangell-Petersburg,
Alaska,282,Yakutat City and Borough,662
Alaska,290,Yukon-Koyukuk Census Area,5588
Arizona,1,Apache County,71518
Arizona,3,Cochise County,131346
Arizona,5,Coconino County,134421
Arizona,7,Gila County,53597
Arizona,9,Graham County,37220
Arizona,11,Greenlee County,8437
Arizona,12,La Paz County,20489
Arizona,13,Maricopa County,3817117
Arizona,15,Mohave County,200186
Arizona,17,Navajo County,107449
Arizona,19,Pima County,980263
Arizona,21,Pinal County,375770
Arizona,23,Santa Cruz County,47420
Arizona,25,Yavapai County,211033
Arizona,27,Yuma County,195751
Arkansas,1,Arkansas County,19019
Arkansas,3,Ashley County,21853
Arkansas,5,Baxter County,41513
Arkansas,7,Benton County,221339
Arkansas,9,Boone County,36903
Arkansas,11,Bradley County,11508
Arkansas,13,Calhoun County,5368
Arkansas,15,Carroll County,27446
Arkansas,17,Chicot County,11800
Arkansas,19,Clark County,22995
Arkansas,21,Clay County,16083
Arkansas,23,Cleburne County,25970
Arkansas,25,Cleveland County,8689
Arkansas,27,Columbia County,24552
Arkansas,29,Conway County,21273
Arkansas,31,Craighead County,96443
Arkansas,33,Crawford County,61948
Arkansas,35,Crittenden County,50902
Arkansas,37,Cross County,17870
Arkansas,39,Dallas County,8116
Arkansas,41,Desha County,13008
Arkansas,43,Drew County,18509
Arkansas,45,Faulkner County,113237
Arkansas,47,Franklin County,18125
Arkansas,49,Fulton County,12245
Arkansas,51,Garland County,96024
Arkansas,53,Grant County,17853
Arkansas,55,Greene County,42090
Arkansas,57,Hempstead County,22609
Arkansas,59,Hot Spring County,32923
Arkansas,61,Howard County,13789
Arkansas,63,Independence County,36647
Arkansas,65,Izard County,13696
Arkansas,67,Jackson County,17997
Arkansas,69,Jefferson County,77435
Arkansas,71,Johnson County,25540
Arkansas,73,Lafayette County,7645
Arkansas,75,Lawrence County,17415
Arkansas,77,Lee County,10424
Arkansas,79,Lincoln County,14134
Arkansas,81,Little River County,13171
Arkansas,83,Logan County,22353
Arkansas,85,Lonoke County,68356
Arkansas,87,Madison County,15717
Arkansas,89,Marion County,16653
Arkansas,91,Miller County,43462
Arkansas,93,Mississippi County,46480
Arkansas,95,Monroe County,8149
Arkansas,97,Montgomery County,9487
Arkansas,99,Nevada County,8997
Arkansas,101,Newton County,8330
Arkansas,103,Ouachita County,26120
Arkansas,105,Perry County,10445
Arkansas,107,Phillips County,21757
Arkansas,109,Pike County,11291
Arkansas,111,Poinsett County,24583
Arkansas,113,Polk County,20662
Arkansas,115,Pope County,61754
Arkansas,117,Prairie County,8715
Arkansas,119,Pulaski County,382748
Arkansas,121,Randolph County,17969
Arkansas,123,St. Francis County,28258
Arkansas,125,Saline County,107118
Arkansas,127,Scott County,11233
Arkansas,129,Searcy County,8195
Arkansas,131,Sebastian County,125744
Arkansas,133,Sevier County,17058
Arkansas,135,Sharp County,17264
Arkansas,137,Stone County,12394
Arkansas,139,Union County,41639
Arkansas,141,Van Buren County,17295
Arkansas,143,Washington County,203065
Arkansas,145,White County,77076
Arkansas,147,Woodruff County,7260
Arkansas,149,Yell County,22185
California,1,Alameda County,1510271
California,3,Alpine County,1175
California,5,Amador County,38091
California,7,Butte County,220000
California,9,Calaveras County,45578
California,11,Colusa County,21419
California,13,Contra Costa County,1049025
California,15,Del Norte County,28610
California,17,El Dorado County,181058
California,19,Fresno County,930450
California,21,Glenn County,28122
California,23,Humboldt County,134623
California,25,Imperial County,174528
California,27,Inyo County,18546
California,29,Kern County,839631
California,31,Kings County,152982
California,33,Lake County,64665
California,35,Lassen County,34895
California,37,Los Angeles County,9818605
California,39,Madera County,150865
California,41,Marin County,252409
California,43,Mariposa County,18251
California,45,Mendocino County,87841
California,47,Merced County,255793
California,49,Modoc County,9686
California,51,Mono County,14202
California,53,Monterey County,415057
California,55,Napa County,136484
California,57,Nevada County,98764
California,59,Orange County,3010232
California,61,Placer County,348432
California,63,Plumas County,20007
California,65,Riverside County,2189641
California,67,Sacramento County,1418788
California,69,San Benito County,55269
California,71,San Bernardino County,2035210
California,73,San Diego County,3095313
California,75,San Francisco County,805235
California,77,San Joaquin County,685306
California,79,San Luis Obispo County,269637
California,81,San Mateo County,718451
California,83,Santa Barbara County,423895
California,85,Santa Clara County,1781642
California,87,Santa Cruz County,262382
California,89,Shasta County,177223
California,91,Sierra County,3240
California,93,Siskiyou County,44900
California,95,Solano County,413344
California,97,Sonoma County,483878
California,99,Stanislaus County,514453
California,101,Sutter County,94737
California,103,Tehama County,63463
California,105,Trinity County,13786
California,107,Tulare County,442179
California,109,Tuolumne County,55365
California,111,Ventura County,823318
California,113,Yolo County,200849
California,115,Yuba County,72155
Colorado,1,Adams County,441603
Colorado,3,Alamosa County,15445
Colorado,5,Arapahoe County,572003
Colorado,7,Archuleta County,12084
Colorado,9,Baca County,3788
Colorado,11,Bent County,6499
Colorado,13,Boulder County,294567
Colorado,14,Broomfield County,55889
Colorado,15,Chaffee County,17809
Colorado,17,Cheyenne County,1836
Colorado,19,Clear Creek County,9088
Colorado,21,Conejos County,8256
Colorado,23,Costilla County,3524
Colorado,25,Crowley County,5823
Colorado,27,Custer County,4255
Colorado,29,Delta County,30952
Colorado,31,Denver County,600158
Colorado,33,Dolores County,2064
Colorado,35,Douglas County,285465
Colorado,37,Eagle County,52197
Colorado,39,Elbert County,23086
Colorado,41,El Paso County,622263
Colorado,43,Fremont County,46824
Colorado,45,Garfield County,56389
Colorado,47,Gilpin County,5441
Colorado,49,Grand County,14843
Colorado,51,Gunnison County,15324
Colorado,53,Hinsdale County,843
Colorado,55,Huerfano County,6711
Colorado,57,Jackson County,1394
Colorado,59,Jefferson County,534543
Colorado,61,Kiowa County,1398
Colorado,63,Kit Carson County,8270
Colorado,65,Lake County,7310
Colorado,67,La Plata County,51334
Colorado,69,Larimer County,299630
Colorado,71,Las Animas County,15507
Colorado,73,Lincoln County,5467
Colorado,75,Logan County,22709
Colorado,77,Mesa County,146723
Colorado,79,Mineral County,712
Colorado,81,Moffat County,13795
Colorado,83,Montezuma County,25535
Colorado,85,Montrose County,41276
Colorado,87,Morgan County,28159
Colorado,89,Otero County,18831
Colorado,91,Ouray County,4436
Colorado,93,Park County,16206
Colorado,95,Phillips County,4442
Colorado,97,Pitkin County,17148
Colorado,99,Prowers County,12551
Colorado,101,Pueblo County,159063
Colorado,103,Rio Blanco County,6666
Colorado,105,Rio Grande County,11982
Colorado,107,Routt County,23509
Colorado,109,Saguache County,6108
Colorado,111,San Juan County,699
Colorado,113,San Miguel County,7359
Colorado,115,Sedgwick County,2379
Colorado,117,Summit County,27994
Colorado,119,Teller County,23350
Colorado,121,Washington County,4814
Colorado,123,Weld County,252825
Colorado,125,Yuma County,10043
Connecticut,1,Fairfield County,916829
Connecticut,3,Hartford County,894014
Connecticut,5,Litchfield County,189927
Connecticut,7,Middlesex County,165676
Connecticut,9,New Haven County,862477
Connecticut,11,New London County,274055
Connecticut,13,Tolland County,152691
Connecticut,15,Windham County,118428
Delaware,1,Kent County,162310
Delaware,3,New Castle County,538479
Delaware,5,Sussex County,197145
District of Columbia,1,District of Columbia,601723
Florida,1,Alachua County,247336
Florida,3,Baker County,27115
Florida,5,Bay County,168852
Florida,7,Bradford County,28520
Florida,9,Brevard County,543376
Florida,11,Broward County,1748066
Florida,13,Calhoun County,14625
Florida,15,Charlotte County,159978
Florida,17,Citrus County,141236
Florida,19,Clay County,190865
Florida,21,Collier County,321520
Florida,23,Columbia County,67531
Florida,27,DeSoto County,34862
Florida,29,Dixie County,16422
Florida,31,Duval County,864263
Florida,33,Escambia County,297619
Florida,35,Flagler County,95696
Florida,37,Franklin County,11549
Florida,39,Gadsden County,46389
Florida,41,Gilchrist County,16939
Florida,43,Glades County,12884
Florida,45,Gulf County,15863
Florida,47,Hamilton County,14799
Florida,49,Hardee County,27731
Florida,51,Hendry County,39140
Florida,53,Hernando County,172778
Florida,55,Highlands County,98786
Florida,57,Hillsborough County,1229226
Florida,59,Holmes County,19927
Florida,61,Indian River County,138028
Florida,63,Jackson County,49746
Florida,65,Jefferson County,14761
Florida,67,Lafayette County,8870
Florida,69,Lake County,297052
Florida,71,Lee County,618754
Florida,73,Leon County,275487
Florida,75,Levy County,40801
Florida,77,Liberty County,8365
Florida,79,Madison County,19224
Florida,81,Manatee County,322833
Florida,83,Marion County,331298
Florida,85,Martin County,146318
Florida,86,Miami-Dade County,2496435
Florida,87,Monroe County,73090
Florida,89,Nassau County,73314
Florida,91,Okaloosa County,180822
Florida,93,Okeechobee County,39996
Florida,95,Orange County,1145956
Florida,97,Osceola County,268685
Florida,99,Palm Beach County,1320134
Florida,101,Pasco County,464697
Florida,103,Pinellas County,916542
Florida,105,Polk County,602095
Florida,107,Putnam County,74364
Florida,109,St. Johns County,190039
Florida,111,St. Lucie County,277789
Florida,113,Santa Rosa County,151372
Florida,115,Sarasota County,379448
Florida,117,Seminole County,422718
Florida,119,Sumter County,93420
Florida,121,Suwannee County,41551
Florida,123,Taylor County,22570
Florida,125,Union County,15535
Florida,127,Volusia County,494593
Florida,129,Wakulla County,30776
Florida,131,Walton County,55043
Florida,133,Washington County,24896
Georgia,1,Appling County,18236
Georgia,3,Atkinson County,8375
Georgia,5,Bacon County,11096
Georgia,7,Baker County,3451
Georgia,9,Baldwin County,45720
Georgia,11,Banks County,18395
Georgia,13,Barrow County,69367
Georgia,15,Bartow County,100157
Georgia,17,Ben Hill County,17634
Georgia,19,Berrien County,19286
Georgia,21,Bibb County,155547
Georgia,23,Bleckley County,13063
Georgia,25,Brantley County,18411
Georgia,27,Brooks County,16243
Georgia,29,Bryan County,30233
Georgia,31,Bulloch County,70217
Georgia,33,Burke County,23316
Georgia,35,Butts County,23655
Georgia,37,Calhoun County,6694
Georgia,39,Camden County,50513
Georgia,43,Candler County,10998
Georgia,45,Carroll County,110527
Georgia,47,Catoosa County,63942
Georgia,49,Charlton County,12171
Georgia,51,Chatham County,265128
Georgia,53,Chattahoochee County,11267
Georgia,55,Chattooga County,26015
Georgia,57,Cherokee County,214346
Georgia,59,Clarke County,116714
Georgia,61,Clay County,3183
Georgia,63,Clayton County,259424
Georgia,65,Clinch County,6798
Georgia,67,Cobb County,688078
Georgia,69,Coffee County,42356
Georgia,71,Colquitt County,45498
Georgia,73,Columbia County,124053
Georgia,75,Cook County,17212
Georgia,77,Coweta County,127317
Georgia,79,Crawford County,12630
Georgia,81,Crisp County,23439
Georgia,83,Dade County,16633
Georgia,85,Dawson County,22330
Georgia,87,Decatur County,27842
Georgia,89,DeKalb County,691893
Georgia,91,Dodge County,21796
Georgia,93,Dooly County,14918
Georgia,95,Dougherty County,94565
Georgia,97,Douglas County,132403
Georgia,99,Early County,11008
Georgia,101,Echols County,4034
Georgia,103,Effingham County,52250
Georgia,105,Elbert County,20166
Georgia,107,Emanuel County,22598
Georgia,109,Evans County,11000
Georgia,111,Fannin County,23682
Georgia,113,Fayette County,106567
Georgia,115,Floyd County,96317
Georgia,117,Forsyth County,175511
Georgia,119,Franklin County,22084
Georgia,121,Fulton County,920581
Georgia,123,Gilmer County,28292
Georgia,125,Glascock County,3082
Georgia,127,Glynn County,79626
Georgia,129,Gordon County,55186
Georgia,131,Grady County,25011
Georgia,133,Greene County,15994
Georgia,135,Gwinnett County,805321
Georgia,137,Habersham County,43041
Georgia,139,Hall County,179684
Georgia,141,Hancock County,9429
Georgia,143,Haralson County,28780
Georgia,145,Harris County,32024
Georgia,147,Hart County,25213
Georgia,149,Heard County,11834
Georgia,151,Henry County,203922
Georgia,153,Houston County,139900
Georgia,155,Irwin County,9538
Georgia,157,Jackson County,60485
Georgia,159,Jasper County,13900
Georgia,161,Jeff Davis County,15068
Georgia,163,Jefferson County,16930
Georgia,165,Jenkins County,8340
Georgia,167,Johnson County,9980
Georgia,169,Jones County,28669
Georgia,171,Lamar County,18317
Georgia,173,Lanier County,10078
Georgia,175,Laurens County,48434
Georgia,177,Lee County,28298
Georgia,179,Liberty County,63453
Georgia,181,Lincoln County,7996
Georgia,183,Long County,14464
Georgia,185,Lowndes County,109233
Georgia,187,Lumpkin County,29966
Georgia,189,McDuffie County,21875
Georgia,191,McIntosh County,14333
Georgia,193,Macon County,14740
Georgia,195,Madison County,28120
Georgia,197,Marion County,8742
Georgia,199,Meriwether County,21992
Georgia,201,Miller County,6125
Georgia,205,Mitchell County,23498
Georgia,207,Monroe County,26424
Georgia,209,Montgomery County,9123
Georgia,211,Morgan County,17868
Georgia,213,Murray County,39628
Georgia,215,Muscogee County,189885
Georgia,217,Newton County,99958
Georgia,219,Oconee County,32808
Georgia,221,Oglethorpe County,14899
Georgia,223,Paulding County,142324
Georgia,225,Peach County,27695
Georgia,227,Pickens County,29431
Georgia,229,Pierce County,18758
Georgia,231,Pike County,17869
Georgia,233,Polk County,41475
Georgia,235,Pulaski County,12010
Georgia,237,Putnam County,21218
Georgia,239,Quitman County,2513
Georgia,241,Rabun County,16276
Georgia,243,Randolph County,7719
Georgia,245,Richmond County,200549
Georgia,247,Rockdale County,85215
Georgia,249,Schley County,5010
Georgia,251,Screven County,14593
Georgia,253,Seminole County,8729
Georgia,255,Spalding County,64073
Georgia,257,Stephens County,26175
Georgia,259,Stewart County,6058
Georgia,261,Sumter County,32819
Georgia,263,Talbot County,6865
Georgia,265,Taliaferro County,1717
Georgia,267,Tattnall County,25520
Georgia,269,Taylor County,8906
Georgia,271,Telfair County,16500
Georgia,273,Terrell County,9315
Georgia,275,Thomas County,44720
Georgia,277,Tift County,40118
Georgia,279,Toombs County,27223
Georgia,281,Towns County,10471
Georgia,283,Treutlen County,6885
Georgia,285,Troup County,67044
Georgia,287,Turner County,8930
Georgia,289,Twiggs County,9023
Georgia,291,Union County,21356
Georgia,293,Upson County,27153
Georgia,295,Walker County,68756
Georgia,297,Walton County,83768
Georgia,299,Ware County,36312
Georgia,301,Warren County,5834
Georgia,303,Washington County,21187
Georgia,305,Wayne County,30099
Georgia,307,Webster County,2799
Georgia,309,Wheeler County,7421
Georgia,311,White County,27144
Georgia,313,Whitfield County,102599
Georgia,315,Wilcox County,9255
Georgia,317,Wilkes County,10593
Georgia,319,Wilkinson County,9563
Georgia,321,Worth County,21679
Hawaii,1,Hawaii County,185079
Hawaii,3,Honolulu County,953207
Hawaii,5,Kalawao County,90
Hawaii,7,Kauai County,67091
Hawaii,9,Maui County,154834
Idaho,1,Ada County,392365
Idaho,3,Adams County,3976
Idaho,5,Bannock County,82839
Idaho,7,Bear Lake County,5986
Idaho,9,Benewah County,9285
Idaho,11,Bingham County,45607
Idaho,13,Blaine County,21376
Idaho,15,Boise County,7028
Idaho,17,Bonner County,40877
Idaho,19,Bonneville County,104234
Idaho,21,Boundary County,10972
Idaho,23,Butte County,2891
Idaho,25,Camas County,1117
Idaho,27,Canyon County,188923
Idaho,29,Caribou County,6963
Idaho,31,Cassia County,22952
Idaho,33,Clark County,982
Idaho,35,Clearwater County,8761
Idaho,37,Custer County,4368
Idaho,39,Elmore County,27038
Idaho,41,Franklin County,12786
Idaho,43,Fremont County,13242
Idaho,45,Gem County,16719
Idaho,47,Gooding County,15464
Idaho,49,Idaho County,16267
Idaho,51,Jefferson County,26140
Idaho,53,Jerome County,22374
Idaho,55,Kootenai County,138494
Idaho,57,Latah County,37244
Idaho,59,Lemhi County,7936
Idaho,61,Lewis County,3821
Idaho,63,Lincoln County,5208
Idaho,65,Madison County,37536
Idaho,67,Minidoka County,20069
Idaho,69,Nez Perce County,39265
Idaho,71,Oneida County,4286
Idaho,73,Owyhee County,11526
Idaho,75,Payette County,22623
Idaho,77,Power County,7817
Idaho,79,Shoshone County,12765
Idaho,81,Teton County,10170
Idaho,83,Twin Falls County,77230
Idaho,85,Valley County,9862
Idaho,87,Washington County,10198
Illinois,1,Adams County,67103
Illinois,3,Alexander County,8238
Illinois,5,Bond County,17768
Illinois,7,Boone County,54165
Illinois,9,Brown County,6937
Illinois,11,Bureau County,34978
Illinois,13,Calhoun County,5089
Illinois,15,Carroll County,15387
Illinois,17,Cass County,13642
Illinois,19,Champaign County,201081
Illinois,21,Christian County,34800
Illinois,23,Clark County,16335
Illinois,25,Clay County,13815
Illinois,27,Clinton County,37762
Illinois,29,Coles County,53873
Illinois,31,Cook County,5194675
Illinois,33,Crawford County,19817
Illinois,35,Cumberland County,11048
Illinois,37,DeKalb County,105160
Illinois,39,De Witt County,16561
Illinois,41,Douglas County,19980
Illinois,43,DuPage County,916924
Illinois,45,Edgar County,18576
Illinois,47,Edwards County,6721
Illinois,49,Effingham County,34242
Illinois,51,Fayette County,22140
Illinois,53,Ford County,14081
Illinois,55,Franklin County,39561
Illinois,57,Fulton County,37069
Illinois,59,Gallatin County,5589
Illinois,61,Greene County,13886
Illinois,63,Grundy County,50063
Illinois,65,Hamilton County,8457
Illinois,67,Hancock County,19104
Illinois,69,Hardin County,4320
Illinois,71,Henderson County,7331
Illinois,73,Henry County,50486
Illinois,75,Iroquois County,29718
Illinois,77,Jackson County,60218
Illinois,79,Jasper County,9698
Illinois,81,Jefferson County,38827
Illinois,83,Jersey County,22985
Illinois,85,Jo Daviess County,22678
Illinois,87,Johnson County,12582
Illinois,89,Kane County,515269
Illinois,91,Kankakee County,113449
Illinois,93,Kendall County,114736
Illinois,95,Knox County,52919
Illinois,97,Lake County,703462
Illinois,99,LaSalle County,113924
Illinois,101,Lawrence County,16833
Illinois,103,Lee County,36031
Illinois,105,Livingston County,38950
Illinois,107,Logan County,30305
Illinois,109,McDonough County,32612
Illinois,111,McHenry County,308760
Illinois,113,McLean County,169572
Illinois,115,Macon County,110768
Illinois,117,Macoupin County,47765
Illinois,119,Madison County,269282
Illinois,121,Marion County,39437
Illinois,123,Marshall County,12640
Illinois,125,Mason County,14666
Illinois,127,Massac County,15429
Illinois,129,Menard County,12705
Illinois,131,Mercer County,16434
Illinois,133,Monroe County,32957
Illinois,135,Montgomery County,30104
Illinois,137,Morgan County,35547
Illinois,139,Moultrie County,14846
Illinois,141,Ogle County,53497
Illinois,143,Peoria County,186494
Illinois,145,Perry County,22350
Illinois,147,Piatt County,16729
Illinois,149,Pike County,16430
Illinois,151,Pope County,4470
Illinois,153,Pulaski County,6161
Illinois,155,Putnam County,6006
Illinois,157,Randolph County,33476
Illinois,159,Richland County,16233
Illinois,161,Rock Island County,147546
Illinois,163,St. Clair County,270056
Illinois,165,Saline County,24913
Illinois,167,Sangamon County,197465
Illinois,169,Schuyler County,7544
Illinois,171,Scott County,5355
Illinois,173,Shelby County,22363
Illinois,175,Stark County,5994
Illinois,177,Stephenson County,47711
Illinois,179,Tazewell County,135394
Illinois,181,Union County,17808
Illinois,183,Vermilion County,81625
Illinois,185,Wabash County,11947
Illinois,187,Warren County,17707
Illinois,189,Washington County,14716
Illinois,191,Wayne County,16760
Illinois,193,White County,14665
Illinois,195,Whiteside County,58498
Illinois,197,Will County,677560
Illinois,199,Williamson County,66357
Illinois,201,Winnebago County,295266
Illinois,203,Woodford County,38664
Indiana,1,Adams County,34387
Indiana,3,Allen County,355329
Indiana,5,Bartholomew County,76794
Indiana,7,Benton County,8854
Indiana,9,Blackford County,12766
Indiana,11,Boone County,56640
Indiana,13,Brown County,15242
Indiana,15,Carroll County,20155
Indiana,17,Cass County,38966
Indiana,19,Clark County,110232
Indiana,21,Clay County,26890
Indiana,23,Clinton County,33224
Indiana,25,Crawford County,10713
Indiana,27,Daviess County,31648
Indiana,29,Dearborn County,50047
Indiana,31,Decatur County,25740
Indiana,33,DeKalb County,42223
Indiana,35,Delaware County,117671
Indiana,37,Dubois County,41889
Indiana,39,Elkhart County,197559
Indiana,41,Fayette County,24277
Indiana,43,Floyd County,74578
Indiana,45,Fountain County,17240
Indiana,47,Franklin County,23087
Indiana,49,Fulton County,20836
Indiana,51,Gibson County,33503
Indiana,53,Grant County,70061
Indiana,55,Greene County,33165
Indiana,57,Hamilton County,274569
Indiana,59,Hancock County,70002
Indiana,61,Harrison County,39364
Indiana,63,Hendricks County,145448
Indiana,65,Henry County,49462
Indiana,67,Howard County,82752
Indiana,69,Huntington County,37124
Indiana,71,Jackson County,42376
Indiana,73,Jasper County,33478
Indiana,75,Jay County,21253
Indiana,77,Jefferson County,32428
Indiana,79,Jennings County,28525
