"state","year","state_full","year_2012","year_2010","year_2014","last","first","primary","state.x","ahead","behind","compete","dem","repub","other","runoff","general","dateofrace","outcome_primary","poll_average","general_poll_average","comp","web","incumbent","proimm","antimm_score","anti_immigration.pct","pro_immigration.pct","immscore","teastateindexD","teastateindexR","whitedem_state","whiterep_state","state.y","tot_pop_2012","cvap_tot_est_2012","asian_pop_2012","black_pop_2012","allasian_cvap_tot_2012","asian_cvap_tot_2012","allasian_pct_cvap_2012","black_cvap_tot_2012","black_pct_cvap_2012","white_pop_2012","white_cvap_tot_2012","white_pct_cvap_2012","latino_pop_2012","latino_cvap_tot_2012","latino_pct_cvap_2012","pct_white_2012","pct_black_2012","pct_latino_2012","pct_asian_2012","total_cvap_2000","white_cvap_2000","pct_white_cvap_2000","latino_cvap_2000","pct_latino_cvap_2000","asian_cvap_2000","pct_asian_cvap_2000","black_cvap_2000","pct_black_cvap_2000","change_white_cvap_2000_2012","change_latino_cvap_2000_2012","change_asian_cvap_2000_2012","change_black_cvap_2000_2012","pct_change_foreignborn_2000_2010","dem_state_immigration_index","rep_state_immigration_index","independent_state_immigration_index","teaparty_stateindex","romney_votedifferential_2012","rrscalestate","sept_0ct_2014_unemployment","romney_vote_2012","unemployment_sept_oct_2012","ahead.1","behind.1","compete.1","changes","TX","CA","NM","AZ","borderstates","tradstate","dvlogit","dvlogitpro","newdv","X","lowmincvap","midmincvap","highmincvap","south","romneyvote2012","unemp","texas","newmexico","california","arizona","state_num","dems.mean","dems.sd","reps.mean","reps.sd","ind.mean","ind.sd","pct_regvote","pct_lat_grow","changes_20yr","changes_10yr","changes_5yr","dem_nativism","gop_nativism","ind_nativism","white_nativism","pct_asian_voters","pct_latino_voters","pct_latino_asian_voters","news_coverage","turnout"
"DE",2014,"Delaware",0,0,1,"Coons","Chris",0,"DE",1,0,0,1,0,0,NA,1,"",NA,"",54,18,"",1,0,NA,0,0,0,1.276596,3.491525,0.6456693,0.8933333,"DE",900130,655780,29265,189465,13230,13040,0.020174449,131325,0.200257708,589270,474380,0.723382842,73230,27520,0.041965293,0.654649884,0.210486263,0.081354915,0.03251197,"589,638","443,097",0.7514729,"23,832",0.040418,"12,387",0.0210078,"102,859",0.17444432,0.070600794,0.15474992,0.05007669,0.21675995,54,1.070866,2.666667,2.555556,0.2233503,-19,6.837564,6.5,-0.186,6.8,1,0,0,107.9,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,-0.186,6.8,0,0,0,0,8,-0.915581122,0.047480723,0.939007479,0.051848547,-0.056254839,0.049358125,3.7,107.9,411.53,117.14,40.02,0.635416667,1.743243243,1.555555556,1.180232558,2.553,2.34,4.894,"77",44.0230769230769
"DE",2014,"Delaware",0,0,1,"Wade","Kevin",0,"DE",0,1,0,0,1,0,NA,1,"",NA,"",36,-18,"",0,0,NA,0,0,0,1.276596,3.491525,0.6456693,0.8933333,"DE",900130,655780,29265,189465,13230,13040,0.020174449,131325,0.200257708,589270,474380,0.723382842,73230,27520,0.041965293,0.654649884,0.210486263,0.081354915,0.03251197,"589,638","443,097",0.7514729,"23,832",0.040418,"12,387",0.0210078,"102,859",0.17444432,0.070600794,0.15474992,0.05007669,0.21675995,54,1.070866,2.666667,2.555556,0.2233503,-19,6.837564,6.5,-0.186,6.8,0,1,0,107.9,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,-0.186,6.8,0,0,0,0,8,-0.915581122,0.047480723,0.939007479,0.051848547,-0.056254839,0.049358125,3.7,107.9,411.53,117.14,40.02,0.635416667,1.743243243,1.555555556,1.180232558,2.553,2.34,4.894,"77",44.0230769230769
"DE",2014,"Delaware",0,0,1,"Wade","Kevin",1,"DE",1,0,0,0,1,0,NA,0,"9/9/14",75.69999695,"",NA,51.40000153,"http://www.wadefordelaware.com/KevinononBorder.asp",0,0,-2,0.188976378,0,0.188976378,1.276596,3.491525,0.6456693,0.8933333,"DE",900130,655780,29265,189465,13230,13040,0.020174449,131325,0.200257708,589270,474380,0.723382842,73230,27520,0.041965293,0.654649884,0.210486263,0.081354915,0.03251197,"589,638","443,097",0.7514729,"23,832",0.040418,"12,387",0.0210078,"102,859",0.17444432,0.070600794,0.15474992,0.05007669,0.21675995,54,1.070866,2.666667,2.555556,0.2233503,-19,6.837564,6.5,-0.186,6.8,1,0,0,107.9,0,0,0,0,0,0,1,0,NA,"http://www.wadefordelaware.com/KevinononBorder.asp",0,0,0,0,-0.186,6.8,0,0,0,0,8,-0.915581122,0.047480723,0.939007479,0.051848547,-0.056254839,0.049358125,3.7,107.9,411.53,117.14,40.02,0.635416667,1.743243243,1.555555556,1.180232558,2.553,2.34,4.894,"77",44.0230769230769
"DE",2014,"Delaware",0,0,1,"Coons","Chris",1,"DE",1,0,0,1,0,0,NA,0,"9/9/14",100,"",NA,100,"http://chriscoons.com/meet-chris/",1,0,NA,0,0,0,1.276596,3.491525,0.6456693,0.8933333,"DE",900130,655780,29265,189465,13230,13040,0.020174449,131325,0.200257708,589270,474380,0.723382842,73230,27520,0.041965293,0.654649884,0.210486263,0.081354915,0.03251197,"589,638","443,097",0.7514729,"23,832",0.040418,"12,387",0.0210078,"102,859",0.17444432,0.070600794,0.15474992,0.05007669,0.21675995,54,1.070866,2.666667,2.555556,0.2233503,-19,6.837564,6.5,-0.186,6.8,1,0,0,107.9,0,0,0,0,0,0,0,0,NA,"http://chriscoons.com/meet-chris/",0,0,0,0,-0.186,6.8,0,0,0,0,8,-0.915581122,0.047480723,0.939007479,0.051848547,-0.056254839,0.049358125,3.7,107.9,411.53,117.14,40.02,0.635416667,1.743243243,1.555555556,1.180232558,2.553,2.34,4.894,"77",44.0230769230769
"DE",2014,"Delaware",0,0,1,"Smink","Carl",1,"DE",0,1,0,0,1,0,NA,0,"9/9/14",24.29999924,"",NA,-51.40000153,"http://www.carlsminkforussenate.com/",0,0,NA,0,0,0,1.276596,3.491525,0.6456693,0.8933333,"DE",900130,655780,29265,189465,13230,13040,0.020174449,131325,0.200257708,589270,474380,0.723382842,73230,27520,0.041965293,0.654649884,0.210486263,0.081354915,0.03251197,"589,638","443,097",0.7514729,"23,832",0.040418,"12,387",0.0210078,"102,859",0.17444432,0.070600794,0.15474992,0.05007669,0.21675995,54,1.070866,2.666667,2.555556,0.2233503,-19,6.837564,6.5,-0.186,6.8,0,1,0,107.9,0,0,0,0,0,0,0,0,NA,"http://www.carlsminkforussenate.com/",0,0,0,0,-0.186,6.8,0,0,0,0,8,-0.915581122,0.047480723,0.939007479,0.051848547,-0.056254839,0.049358125,3.7,107.9,411.53,117.14,40.02,0.635416667,1.743243243,1.555555556,1.180232558,2.553,2.34,4.894,"77",44.0230769230769
"FL",2010,"Florida",0,1,0,"Meek","Kendrick",1,"FL",1,0,0,1,0,0,NA,0,"",57.4,"39",NA,9,"",0,1,0,0,1,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,1,-1,"https://web.archive.org/web/20101111172446/http://www.kendrickmeek.com/issues/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Crist","Charlie",0,"FL",0,1,0,0,0,0,NA,1,"",49,"27",NA,-4,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,0,1,"https://web.archive.org/web/20101118102141/http://www.charliecrist.com/charlie_immigration.html",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Rubio","Marco",0,"FL",1,0,0,0,1,0,NA,1,"",20,"31",NA,4,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20101202185056/http://www.marcorubio.com/category/issues/immigration-issues/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Greene","Jeff",1,"FL",0,1,0,1,0,0,NA,0,"",31.1,"30",NA,-9,"",0,NA,NA,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20100626083705/http://www.jeffgreene.com/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Crist","Charlie",1,"FL",1,0,0,0,0,0,NA,0,"",100,"100",NA,100,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,1,0,0,67.7,0,0,0,0,0,0,0,0,1,"https://web.archive.org/web/20101118102141/http://www.charliecrist.com/charlie_immigration.html",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Meek","Kendrick",0,"FL",0,1,0,1,0,0,NA,1,"",30,"25",NA,-6,"",0,1,0,0,1,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,1,-1,"https://web.archive.org/web/20101111172446/http://www.kendrickmeek.com/issues/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2010,"Florida",0,1,0,"Rubio","Marco",1,"FL",1,0,0,0,1,0,NA,0,"",84.6,"84.6",NA,75.6,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,1,0,0,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20101202185056/http://www.marcorubio.com/category/issues/immigration-issues/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,153.81,48.93,17.01,-0.183098592,1.222222222,1,0.169230769,1.6,15.5,17.1,"12",56.3
"FL",2012,"Florida",1,0,0,"Nelson","Bill",1,"FL",1,0,0,1,0,0,NA,0,"",78.7,"78.7",NA,57.4,"",1,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,1,0,0,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20130330223243/http://nelsonforsenate.com/priorities",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,184.87,67.15,24.12,0.04,0.727272727,0.428571429,0.1,1.912,17.82,19.732,"3",69.4
"FL",2012,"Florida",1,0,0,"Mack","Connie",0,"FL",0,1,0,0,1,0,NA,1,"",42.2,"42",NA,-8,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20121005094100/http://www.conniemack.com/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,184.87,67.15,24.12,0.04,0.727272727,0.428571429,0.1,1.912,17.82,19.732,"3",69.4
"FL",2012,"Florida",1,0,0,"Nelson","Bill",0,"FL",1,0,0,1,0,0,NA,1,"",55.2,"50",NA,8,"",1,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,1,67.7,0,0,0,0,0,0,0,0,0,"http://nelsonforsenate.com/priorities",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,184.87,67.15,24.12,0.04,0.727272727,0.428571429,0.1,1.912,17.82,19.732,"3",69.4
"FL",2012,"Florida",1,0,0,"Mack","Connie",1,"FL",1,0,0,0,1,0,NA,0,"",58.7,"40",NA,30,"",0,0,0,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,1,0,0,67.7,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20120307155800/http://www.conniemack.com/",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,184.87,67.15,24.12,0.04,0.727272727,0.428571429,0.1,1.912,17.82,19.732,"3",69.4
"FL",2012,"Florida",1,0,0,"Burkett","Glenn",1,"FL",0,1,0,NA,NA,0,NA,0,"",21.3,"21.3",NA,-57.4,"",0,NA,NA,0,0,0,1.390515,4.027374,0.5948021,0.8470363,"FL",18885150,13207185,465995,2893760,252115,244740,0.019089231,1833045,0.138791499,10959835,8845630,0.669758923,4247425,2115150,0.160151463,0.580341432,0.153229389,0.224908195,0.024675208,"12,347,806","8,437,064",0.6832845,"1,985,145",0.160769,"204,039",0.0165243,"1,546,698",0.125260957,0.048425139,0.06548892,0.16630302,0.15621384,37.6,0.6645009,3.01211,1.938725,0.3289817,-1,7.422687,6.1,-0.009,8.6,0,1,0,67.7,0,0,0,0,0,0,NA,NA,NA,"",0,0,0,1,-0.009,8.6,0,0,0,0,9,-0.898208089,0.014235289,0.939409362,0.014355798,-0.075884666,0.01352407,16.7,67.7,184.87,67.15,24.12,0.04,0.727272727,0.428571429,0.1,1.912,17.82,19.732,"3",69.4
"GA",2010,"Georgia",0,1,0,"Thurmond","Michael",1,"GA",1,1,0,1,0,0,NA,0,"",84,"64",NA,51,"",0,0,0,0,0,0,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,1,0,0,108,0,0,0,0,0,0,0,0,0,"http://www.mikethurmond2010.com/issues.php",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,620.36,80.3,25.55,0.081539465,1.404476835,0.738866397,0.923288509,1.25,1.89,3.14,"1,016",32.6
"GA",2010,"Georgia",0,1,0,"Thurmond","Michael",0,"GA",0,1,0,1,0,0,NA,1,"",39,"34",NA,-22,"",0,0,0,0,0,0,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,0,108,0,0,0,0,0,0,0,0,0,"http://www.mikethurmond2010.com/issues.php",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,620.36,80.3,25.55,0.081539465,1.404476835,0.738866397,0.923288509,1.25,1.89,3.14,"1,016",32.6
"GA",2010,"Georgia",0,1,0,"Isakson","Johnnie",1,"GA",1,0,0,0,1,0,NA,0,"",100,"100",NA,100,"",1,0,1,1,0,1,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,1,0,0,108,0,0,0,0,0,0,1,0,1,"https://web.archive.org/web/20101202174647/http://johnnyisakson.com/on-the-issues",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,620.36,80.3,25.55,0.081539465,1.404476835,0.738866397,0.923288509,1.25,1.89,3.14,"1,016",32.6
"GA",2010,"Georgia",0,1,0,"Hadley","RJ",1,"GA",0,1,0,1,0,0,NA,0,"",16,"13",NA,-51,"",0,NA,NA,0,0,0,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,0,108,0,0,0,0,0,0,1,0,1,"https://web.archive.org/web/20100610233553/http://www.hadleyforussenate.com/issues",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,620.36,80.3,25.55,0.081539465,1.404476835,0.738866397,0.923288509,1.25,1.89,3.14,"1,016",32.6
"GA",2010,"Georgia",0,1,0,"Isakson","Johnnie",0,"GA",1,0,0,0,1,0,NA,1,"",58,"56",NA,22,"",1,0,1,1,0,1,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,1,0,0,108,0,0,0,0,0,0,1,0,1,"https://web.archive.org/web/20101202174647/http://johnnyisakson.com/on-the-issues",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,620.36,80.3,25.55,0.081539465,1.404476835,0.738866397,0.923288509,1.25,1.89,3.14,"1,016",32.6
"GA",2014,"Georgia",0,0,1,"Broun","Paul",1,"GA",0,1,0,0,1,0,NA,0,"5/20/14",9.640000343,"12.07",NA,-9.920000076,"http://www.paulbroun.com/",0,0,-3,0.134986226,0,0.134986226,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,1,108,0,0,0,0,0,0,1,0,NA,"http://www.paulbroun.com/",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,732.99,108.49,23.43,0.437791602,2.008053691,1.183823529,1.427216344,1.804,2.937,4.741,"299",39.7
"GA",2014,"Georgia",0,0,1,"Gardner","Arthur",1,"GA",0,1,0,0,1,0,NA,0,"5/20/14",1,"1",NA,-20.98999977,"http://www.gardnersenate.com/issues",0,0,-3,0.102608696,0,0.102608696,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,0,108,0,0,0,0,0,0,1,0,NA,"http://www.gardnersenate.com/issues",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,732.99,108.49,23.43,0.437791602,2.008053691,1.183823529,1.427216344,1.804,2.937,4.741,"299",39.7
"GA",2014,"Georgia",0,0,1,"Gingrey","Phil",1,"GA",0,1,0,0,1,0,NA,0,"5/20/14",10.02999973,"10.47",NA,-3.980000019,"http://gingrey.com/issues/",0,0,-4,0.069656489,0,0.069656489,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,1,108,0,0,0,0,0,0,1,0,NA,"http://gingrey.com/issues/",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,732.99,108.49,23.43,0.437791602,2.008053691,1.183823529,1.427216344,1.804,2.937,4.741,"299",39.7
"GA",2014,"Georgia",0,0,1,"Grayson","Derrick",1,"GA",0,1,0,0,1,0,NA,0,"5/20/14",1,"2.1",NA,-9.970000267,"http://www.grayson2014.com/",0,0,-5,0.023244313,0,0.023244313,1.464531,4.046512,0.3288177,0.9112082,"GA",9714570,6693990,319730,2942480,141465,138665,0.021133136,2040645,0.304847333,5438870,4202775,0.627843035,853600,230725,0.034467485,0.559867292,0.302893489,0.087868017,0.032912419,"6,020,679","3,926,304",0.6521364,"296,522",0.0492506,"128,277",0.0213061,"1,599,079",0.265597784,0.070415077,-0.22189585,0.07491436,0.21638551,62.4,0.6748769,3.116448,1.960452,0.3372957,8,7.3,7.9,0.078,8.85,0,1,1,108,0,0,0,0,0,0,1,0,NA,"http://www.grayson2014.com/",0,0,0,1,0.078,8.85,0,0,0,0,10,-0.807755359,0.020591008,1.089598617,0.020234347,0.179730567,0.019154658,3,108,732.99,108.49,23.43,0.437791602,2.008053691,1.183823529,1.427216344,1.804,2.937,4.741,"299",39.7
